snapshot_time_utc,snapshot_run_id,chain,trade_size_usd,direction,in_token_symbol,in_token_address,in_token_decimals,out_token_symbol,out_token_address,out_token_decimals,estimated_in_token_price_usd,price_source,amount_decimals,input_amount_decimals,input_amount_raw,quoted_out_amount_raw,quoted_out_amount_decimals,quoted_out_value_usd,quoted_out_value_source,execution_cost_usd,execution_cost_bps,execution_cost_pct,openocean_price_impact,estimated_gas,gas_price,route_summary,dexes_used,quote_success,error_message,request_url,response_status_code,in_token_decimals_source,out_token_decimals_source
2026-05-13T16:36:53Z,20260513_163515,optimism,50000,actual_trade_path,USDT,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6,ETHFI,0xe0080d2f853ecddbd81a643dc10da075df26fd3f,18,1.000892,openocean_1_unit_quote:outToken.volume,49955439747,49955.439747,49955439747,81713781470770541170090,81713.78147077054,36221.59476767434,outToken.volume,13778.40523232566,2755.681046465132,0.2755681046465132,-27.46%,869565.0,1000387,"4 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4, VelodromeV2","VelodromeSlipstreamNew, UniswapV3, UniswapV4, VelodromeV2",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x94b008aa00579c1307b0ef2c499ad98a8ce58e58&outTokenAddress=0xe0080d2f853ecddbd81a643dc10da075df26fd3f&amountDecimals=49955439747&gasPriceDecimals=1000387,200.0,openocean_tokenList,openocean_tokenList
2026-05-13T16:36:55Z,20260513_163515,optimism,100000,actual_trade_path,USDT,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6,ETHFI,0xe0080d2f853ecddbd81a643dc10da075df26fd3f,18,1.000892,openocean_1_unit_quote:outToken.volume,99910879495,99910.879495,99910879495,128020411102210285717175,128020.41110221027,56748.119710921164,outToken.volume,43251.88028907884,4325.188028907884,0.4325188028907883,-43.18%,869143.0,1000387,"4 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4, VelodromeV2","VelodromeSlipstreamNew, UniswapV3, UniswapV4, VelodromeV2",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x94b008aa00579c1307b0ef2c499ad98a8ce58e58&outTokenAddress=0xe0080d2f853ecddbd81a643dc10da075df26fd3f&amountDecimals=99910879495&gasPriceDecimals=1000387,200.0,openocean_tokenList,openocean_tokenList
2026-05-13T16:36:57Z,20260513_163515,optimism,150000,actual_trade_path,USDT,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6,ETHFI,0xe0080d2f853ecddbd81a643dc10da075df26fd3f,18,1.000892,openocean_1_unit_quote:outToken.volume,149866319243,149866.319243,149866319243,149570364563187775632039,149570.36456318776,66300.6537813825,outToken.volume,83699.3462186175,5579.9564145745,0.55799564145745,-55.74%,509263.0,1000387,"3 dex route(s): VelodromeSlipstreamNew, UniswapV3, VelodromeV2","VelodromeSlipstreamNew, UniswapV3, VelodromeV2",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x94b008aa00579c1307b0ef2c499ad98a8ce58e58&outTokenAddress=0xe0080d2f853ecddbd81a643dc10da075df26fd3f&amountDecimals=149866319243&gasPriceDecimals=1000387,200.0,openocean_tokenList,openocean_tokenList
2026-05-13T16:36:59Z,20260513_163515,optimism,200000,actual_trade_path,USDT,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6,ETHFI,0xe0080d2f853ecddbd81a643dc10da075df26fd3f,18,1.000892,openocean_1_unit_quote:outToken.volume,199821758990,199821.75899,199821758990,167756210934843128035453,167756.2109348431,74361.96664593166,outToken.volume,125638.03335406834,6281.901667703417,0.6281901667703417,-62.77%,509565.0,1000387,"3 dex route(s): VelodromeSlipstreamNew, UniswapV3, VelodromeV2","VelodromeSlipstreamNew, UniswapV3, VelodromeV2",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x94b008aa00579c1307b0ef2c499ad98a8ce58e58&outTokenAddress=0xe0080d2f853ecddbd81a643dc10da075df26fd3f&amountDecimals=199821758990&gasPriceDecimals=1000387,200.0,openocean_tokenList,openocean_tokenList
2026-05-13T16:37:01Z,20260513_163515,optimism,25000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,WETH,0x4200000000000000000000000000000000000006,18,1.172653,openocean_1_unit_quote:outToken.volume,21319179672,21319.179672,21319179672,11049626686333077968,11.049626686333076,24840.997242345984,outToken.volume,159.002757654016,63.6011030616064,0.0063601103061606,-0.64%,489027.0,1000387,"3 dex route(s): UniswapV4, VelodromeSlipstreamNew, UniswapV3","UniswapV4, VelodromeSlipstreamNew, UniswapV3",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x4200000000000000000000000000000000000006&amountDecimals=21319179672&gasPriceDecimals=1000387,200.0,manual_config_known,openocean_tokenList
2026-05-13T16:37:03Z,20260513_163515,optimism,50000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,WETH,0x4200000000000000000000000000000000000006,18,1.172653,openocean_1_unit_quote:outToken.volume,42638359344,42638.359344,42638359344,22002950177484671891,22.00295017748467,49465.492382508615,outToken.volume,534.507617491385,106.901523498277,0.0106901523498277,-1.07%,490945.0,1000387,"3 dex route(s): UniswapV4, VelodromeSlipstreamNew, UniswapV3","UniswapV4, VelodromeSlipstreamNew, UniswapV3",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x4200000000000000000000000000000000000006&amountDecimals=42638359344&gasPriceDecimals=1000387,200.0,manual_config_known,openocean_tokenList
2026-05-13T16:37:05Z,20260513_163515,optimism,100000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,WETH,0x4200000000000000000000000000000000000006,18,1.172653,openocean_1_unit_quote:outToken.volume,85276718688,85276.718688,85276718688,40314353835496798038,40.3143538354968,90631.9082881954,outToken.volume,9368.09171180459,936.809171180459,0.0936809171180459,-9.37%,489969.0,1000387,"3 dex route(s): UniswapV4, VelodromeSlipstreamNew, UniswapV3","UniswapV4, VelodromeSlipstreamNew, UniswapV3",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x4200000000000000000000000000000000000006&amountDecimals=85276718688&gasPriceDecimals=1000387,200.0,manual_config_known,openocean_tokenList
2026-05-13T16:37:07Z,20260513_163515,optimism,150000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,WETH,0x4200000000000000000000000000000000000006,18,1.172653,openocean_1_unit_quote:outToken.volume,127915078032,127915.078032,127915078032,40362447627465031577,40.36244762746503,90740.02938473296,outToken.volume,59259.97061526704,3950.664707684469,0.3950664707684469,-39.51%,655432.0,1000387,"3 dex route(s): UniswapV4, VelodromeSlipstreamNew, UniswapV3","UniswapV4, VelodromeSlipstreamNew, UniswapV3",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x4200000000000000000000000000000000000006&amountDecimals=127915078032&gasPriceDecimals=1000387,200.0,manual_config_known,openocean_tokenList
2026-05-13T16:37:09Z,20260513_163515,optimism,200000,actual_trade_path,EURC,0xdcb612005417dc906ff72c87df732e5a90d49e11,6,WETH,0x4200000000000000000000000000000000000006,18,1.172653,openocean_1_unit_quote:outToken.volume,170553437376,170553.437376,170553437376,40362618238272123924,40.36261823827212,90740.41294000672,outToken.volume,109259.58705999328,5462.979352999664,0.5462979352999664,-54.63%,655608.0,1000387,"3 dex route(s): UniswapV4, VelodromeSlipstreamNew, UniswapV3","UniswapV4, VelodromeSlipstreamNew, UniswapV3",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0xdcb612005417dc906ff72c87df732e5a90d49e11&outTokenAddress=0x4200000000000000000000000000000000000006&amountDecimals=170553437376&gasPriceDecimals=1000387,200.0,manual_config_known,openocean_tokenList
2026-05-13T16:37:13Z,20260513_163515,optimism,25000,actual_trade_path,eBTC,0x657e8c867d8b37dcc18fa4caead9c45eb088c642,8,USDT,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,6,78450.262133243,openocean_1_unit_quote:outToken.volume,31867325,0.31867325,31867325,25051258868,25051.258868,25037.90654702336,outToken.volume,-37.906547023358,-15.1626188093432,-0.0015162618809343,0.24%,969023.0,1000387,"4 dex route(s): VelodromeSlipstreamNew, UniswapV3, UniswapV4, SolidlyV3","VelodromeSlipstreamNew, UniswapV3, UniswapV4, SolidlyV3",True,,https://open-api.openocean.finance/v4/optimism/quote?inTokenAddress=0x657e8c867d8b37dcc18fa4caead9c45eb088c642&outTokenAddress=0x94b008aa00579c1307b0ef2c499ad98a8ce58e58&amountDecimals=31867325&gasPriceDecimals=1000387,200.0,manual_config_unconfirmed,openocean_tokenList
